Site,Hole,Core,Type,Section,Interval,Depth (CSF-A),Depth (CCSF), Sample_ID ,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Rh,Ni,Cu,Zn,Ga,Br,Rb,Sr,Y,Zr,Nb,Mo,Pb,Bi,Al/Ca,ln(Al/Ca),ln(Al/Ca) predicted,Si/Ca,ln(Si/Ca),ln(Si/Ca) predicted,K/Ca,ln(K/Ca),ln(K/Ca) predicted,Ti/Ca,ln(Ti/Ca),ln(Ti/Ca) predicted,Mn/Ca,ln(Mn/Ca),ln(Mn/Ca) predicted,Fe/Ca,ln(Fe/Ca),ln(Fe/Ca) predicted,Ni/Ca,ln(Ni/Ca),ln(Ni/Ca) predicted,Zn/Ca,ln(Zn/Ca),ln(Zn/Ca) predicted,Br/Ca,ln(Br/Ca),ln(Br/Ca) predicted,Rb/Ca,ln(Rb/Ca),ln(Rb/Ca) predicted,Sr/Ca,ln(Sr/Ca),ln(Sr/Ca) predicted,Zr/Ca,ln(Zr/Ca),ln(Zr/Ca) predicted,Cl/Ca,ln(Cl/Ca),Cu/Ca,ln(Cu/Ca),ln(Cu/Ca) predicted
U1456,C,1,H,1,34,0.34,0.34,340,-165,37020,-6532,-4791,101406,-60618,-6747,1668813,2082,-61,200,143858,112471,598,24,139,74,1203,199,126438,-1141,4627,-161,84,47,18,-9.89E-05,#NUM!,0.977257099,0.022183432,-3.808409567,-1.736917748,-0.004042993,#NUM!,#NUM!,0.001247593,-6.686538904,-5.703968695,0.000119846,-9.029305787,-6.531433677,0.086203787,-2.451041172,-2.638523679,0.000358339,-7.934032399,-8.842981495,8.33E-05,-9.39314922,-8.25297199,0.000720872,-7.235049437,-8.248201684,0.000119246,-9.034318329,-9.338785846,0.07576523,-2.580115805,-4.180179324,0.002772629,-5.887959164,-8.188090166,0.060765346,-2.800735613,1.44E-05,-11.14956932,-9.919104164
U1456,C,1,H,1,38,0.38,0.38,380,432,37865,-6804,-3028,108260,-59662,-5350,1504616,3495,-70,275,140583,112467,679,108,174,66,1185,510,126336,-891,4760,140,210,57,28,0.000287116,-8.155622686,0.97742458,0.02516589,-3.682265793,-1.628951292,-0.003555725,#NUM!,#NUM!,0.002322852,-6.064959619,-5.376520728,0.000182771,-8.607277176,-6.361018524,0.093434471,-2.370494933,-2.575963415,0.000451278,-7.703427147,-8.640164175,0.000115644,-9.064992975,-8.02362359,0.000787576,-7.146550221,-8.197748281,0.000338957,-7.989637548,-8.657340573,0.08396561,-2.477347971,-4.09913661,0.003163598,-5.756045327,-8.068457507,0.071951913,-2.631757254,7.18E-05,-9.541917047,-8.833456582
U1456,C,1,H,1,40,0.4,0.4,400,581,35437,-6492,-3196,118566,-56908,-1559,1335953,4970,83,391,155027,106226,580,68,168,36,1138,409,85580,-1028,3511,85,232,79,64,0.000434896,-7.740404696,0.977488701,0.026525634,-3.629643702,-1.583912044,-0.001166957,#NUM!,#NUM!,0.003720191,-5.593980334,-5.12840884,0.000292675,-8.136447893,-6.170897659,0.116042256,-2.153800879,-2.407657142,0.000434147,-7.742127349,-8.674201004,0.000125753,-8.981191473,-7.965054721,0.000851826,-7.068127838,-8.153039681,0.000306148,-8.091440297,-8.723746506,0.06405914,-2.747948563,-4.312532237,0.002628086,-5.941499277,-8.236645694,0.088750128,-2.421930406,5.09E-05,-9.885647748,-9.065577924
U1456,C,1,H,1,42,0.42,0.42,420,1258,49162,-5581,-2980,108752,-52681,2507,1277857,4918,-139,230,161296,98553,551,105,229,69,1212,610,56952,-366,2981,-66,64,96,33,0.000984461,-6.923416577,0.977727157,0.038472223,-3.257818768,-1.265667083,0.001961878,-6.233852916,-3.671824903,0.003848631,-5.560037791,-5.110527908,0.000179989,-8.622615705,-6.367212222,0.126223826,-2.069698549,-2.342334863,0.000431191,-7.748960205,-8.6802105,0.000179206,-8.626973011,-7.717491437,0.000948463,-6.960667847,-8.09177674,0.000477362,-7.647236057,-8.43399208,0.044568367,-3.110730927,-4.598622409,0.002332812,-6.06068092,-8.344731527,0.085104984,-2.463869674,8.22E-05,-9.406734664,-8.742167919
U1456,C,1,H,1,44,0.44,0.44,440,1257,43895,-5348,-2157,128833,-38042,5707,1182336,5693,181,334,160480,87550,516,62,242,33,1121,832,53924,-256,3036,129,313,105,23,0.00106315,-6.846519492,0.977761301,0.037125656,-3.293447003,-1.29616129,0.004826885,-5.33355393,-3.264799732,0.004815044,-5.336010072,-4.992510106,0.000282492,-8.171861708,-6.185197758,0.135731298,-1.997078097,-2.285930558,0.000436424,-7.736895935,-8.669599975,0.00020468,-8.494064974,-7.624602011,0.000948123,-6.961026277,-8.091981081,0.000703692,-7.25917026,-8.18085676,0.045608017,-3.087671774,-4.580437961,0.002567798,-5.964706562,-8.257692381,0.108964795,-2.216730429,5.24E-05,-9.855868315,-9.045467873
U1456,C,1,H,1,46,0.46,0.46,460,1475,50717,-5970,-2945,110771,-49090,3793,1306023,4803,-165,307,164913,100086,509,85,251,33,1291,870,60763,-186,3146,6,148,106,21,0.001129383,-6.786083931,0.977790039,0.03883316,-3.248480761,-1.257674683,0.002904237,-5.841584658,-3.494480424,0.003677577,-5.605501198,-5.134478031,0.000235065,-8.355649452,-6.259411249,0.12627113,-2.069323859,-2.342043841,0.000389733,-7.850049183,-8.769118257,0.000192187,-8.557044261,-7.668618234,0.000988497,-6.919324809,-8.068207074,0.000666144,-7.314003988,-8.216624801,0.046525214,-3.06776087,-4.564736222,0.00240884,-6.028610116,-8.315646514,0.084815505,-2.467276914,6.51E-05,-9.639845943,-8.899587965
U1456,C,1,H,1,48,0.48,0.48,480,918,48470,-6469,-4780,95061,-56002,2025,1619205,4801,-411,26,157555,103661,582,53,185,37,1133,648,112358,-869,4199,63,38,54,22,0.000566945,-7.475248455,0.977545997,0.029934443,-3.508745517,-1.480435288,0.001250614,-6.684120866,-3.875391044,0.002965035,-5.820866337,-5.247932387,1.61E-05,-11.03934931,-7.343089251,0.097303924,-2.329915963,-2.544445729,0.000359436,-7.930975398,-8.840292863,0.000114254,-9.077090021,-8.032078216,0.000699726,-7.264821585,-8.265174786,0.000400196,-7.82355515,-8.549005024,0.069390843,-2.668000365,-4.249485088,0.002593248,-5.954844165,-8.248748174,0.05870844,-2.835171776,3.27E-05,-10.32715393,-9.363727051
U1456,C,1,H,1,50,0.5,0.5,500,2484,68856,-5225,-3396,98020,-47352,12660,1294551,7374,-128,156,198660,84726,592,79,251,57,1049,918,60269,-231,3758,175,19,60,28,0.001918812,-6.256049032,0.978132573,0.053189098,-2.933901829,-0.988426575,0.009779452,-4.627471779,-2.945579991,0.005696183,-5.167958896,-4.903980746,0.000120505,-9.023818468,-6.529217897,0.153458612,-1.874324375,-2.190587742,0.000457301,-7.69016784,-8.628502615,0.00019389,-8.548221536,-7.662452031,0.00081032,-7.118081866,-8.181518472,0.000709126,-7.251477084,-8.175838502,0.04655591,-3.067101321,-4.564216101,0.002902937,-5.842032295,-8.146439088,0.075717372,-2.580747656,6.10E-05,-9.704226622,-8.943064238
U1456,C,1,H,1,52,0.52,0.52,520,2492,66060,-5163,-3350,101527,-50571,13559,1194199,8445,-35,2,202255,93676,504,66,251,35,1110,1100,38070,-174,2929,295,318,127,20,0.002086754,-6.172145346,0.978205443,0.055317414,-2.894667527,-0.954845936,0.011354054,-4.478180413,-2.878085365,0.007071686,-4.951656396,-4.79003259,1.67E-06,-13.29983905,-8.255875006,0.16936457,-1.775701669,-2.113987486,0.00042204,-7.770409958,-8.699075558,0.000210183,-8.467533287,-7.606059014,0.000929493,-6.980870931,-8.103294518,0.00092112,-6.989920767,-8.005225316,0.031879109,-3.445804376,-4.862861331,0.00245269,-6.010569879,-8.299285823,0.085016819,-2.464906174,5.53E-05,-9.803331484,-9.009989751
U1456,C,1,H,1,54,0.54,0.54,540,3570,76526,-4434,-2556,109387,-27602,20927,1211253,9650,-115,354,210399,63969,541,70,296,44,1033,1161,28818,-170,2851,410,276,131,23,0.002947361,-5.826845044,0.97857886,0.063179204,-2.761780088,-0.841107577,0.01727715,-4.058370449,-2.68828928,0.007966957,-4.832452725,-4.727236095,0.000292259,-8.137869006,-6.171471505,0.173703595,-1.750404912,-2.094339495,0.000446645,-7.71374664,-8.64924017,0.000244375,-8.316806465,-7.500716038,0.000852836,-7.06694345,-8.152364461,0.000958512,-6.950128937,-7.979269106,0.023791892,-3.738410448,-5.093610479,0.002353761,-6.05174083,-8.336623759,0.090308961,-2.404518587,5.78E-05,-9.758670677,-8.979830308
U1456,C,1,H,1,56,0.56,0.56,560,4500,88271,-4561,-2450,93240,-38583,24239,1162396,10488,746,272,243730,73349,561,71,316,53,994,1095,29244,-169,3071,198,149,126,20,0.003871314,-5.554161274,0.978979763,0.075938837,-2.577827043,-0.683662166,0.020852618,-3.870275765,-2.603251673,0.009022743,-4.708006925,-4.661678048,0.000233999,-8.360191884,-6.261245483,0.209678973,-1.562177616,-1.948143354,0.000482624,-7.636273045,-8.581102143,0.000271852,-8.210251736,-7.426244939,0.00085513,-7.064256743,-8.150832769,0.00094202,-6.967484308,-7.990590014,0.02515838,-3.682564247,-5.049570165,0.002641957,-5.93623543,-8.231871911,0.080213628,-2.523061857,6.11E-05,-9.703314073,-8.942447994
U1456,C,1,H,1,58,0.58,0.58,580,5027,91783,-4448,-3406,91597,-37913,24269,1187641,10881,100,173,245767,74383,551,46,285,36,1095,1175,32194,-137,3222,218,168,90,36,0.004232761,-5.464900881,0.979136595,0.077281771,-2.56029717,-0.668658348,0.020434626,-3.89052445,-2.612406104,0.00916186,-4.692706117,-4.653617582,0.000145667,-8.83418795,-6.452645094,0.206937113,-1.575340333,-1.958366837,0.000463945,-7.675744736,-8.615817495,0.000239972,-8.334990364,-7.513424766,0.000921996,-6.988969902,-8.107911741,0.000989356,-6.918456118,-7.958608926,0.027107518,-3.607944166,-4.990724769,0.002712941,-5.909721981,-8.207826865,0.077125158,-2.562325746,3.87E-05,-10.15883815,-9.250063401
U1456,C,1,H,1,60,0.6,0.6,600,4276,81990,-4019,-2862,97616,-40118,22301,1147948,10944,-59,623,228014,75041,578,72,318,41,1133,1222,33251,-22,3664,270,318,102,22,0.003724907,-5.592713287,0.978916237,0.071423096,-2.639133991,-0.736134783,0.019426838,-3.941099759,-2.635271201,0.009533533,-4.652939919,-4.632668749,0.000542708,-7.51894004,-5.921547988,0.198627464,-1.616324249,-1.990199044,0.000503507,-7.59391269,-8.543846211,0.000277016,-8.191435176,-7.413094044,0.000986979,-6.920862298,-8.069083596,0.001064508,-6.845242419,-7.91085163,0.028965598,-3.541646438,-4.938442381,0.003191782,-5.747175833,-8.060413763,0.085035211,-2.464689865,6.27E-05,-9.67682044,-8.924556843
U1456,C,1,H,1,62,0.62,0.62,620,3566,72346,-3938,-1976,116145,-24233,21952,1023958,8798,421,1173,216300,60773,523,74,237,39,1441,1107,25781,-132,3030,317,384,128,25,0.003482565,-5.65998627,0.978811085,0.070653289,-2.649970624,-0.745409857,0.021438379,-3.842572538,-2.590727044,0.008592149,-4.756906366,-4.687438274,0.001145555,-6.771866219,-5.619879579,0.211239133,-1.554764456,-1.942385553,0.000510763,-7.579604604,-8.531262249,0.000231455,-8.371125927,-7.53867991,0.001407284,-6.566093472,-7.866829888,0.001081099,-6.829777135,-7.900763625,0.02517779,-3.681793003,-5.048961962,0.002959106,-5.82286817,-8.129059143,0.113427504,-2.176591379,7.23E-05,-9.535120975,-8.828867194
U1456,C,1,H,1,64,0.64,0.64,640,2028,53587,-4282,-403,149651,-4551,19866,863085,8950,722,184,248449,43998,631,55,255,67,1542,1083,29733,-138,2873,292,256,73,30,0.002349711,-6.053463094,0.978319539,0.062087743,-2.779206679,-0.856022996,0.023017432,-3.771503452,-2.558596711,0.010369778,-4.568859648,-4.588375262,0.000213189,-8.453332701,-6.298855745,0.287861566,-1.245275587,-1.702005548,0.000731098,-7.220962596,-8.215836603,0.000295452,-8.127004914,-7.368063734,0.001786614,-6.327432905,-7.730769499,0.001254801,-6.680778212,-7.803571628,0.034449678,-3.36825564,-4.801706398,0.003328757,-5.7051564,-8.022306339,0.173390802,-1.752207263,6.37E-05,-9.660935274,-8.91382959
U1456,C,1,H,1,66,0.66,0.66,660,2689,58514,-4992,-2272,110220,-46631,11089,1184476,7245,655,325,200891,89512,535,83,271,34,1940,792,75208,-247,3797,198,369,74,22,0.002270202,-6.087886384,0.978285041,0.049400748,-3.00778972,-1.051667221,0.009361946,-4.671102136,-2.965305276,0.006116629,-5.096744186,-4.866464837,0.000274383,-8.200985858,-6.19695809,0.169603268,-1.774293289,-2.112893598,0.000451677,-7.702544294,-8.639387706,0.000228793,-8.38269222,-7.546763592,0.001637855,-6.414367789,-7.780331076,0.00066865,-7.310249649,-8.214175846,0.063494744,-2.756798153,-4.319511024,0.003205637,-5.74284448,-8.056485659,0.093053806,-2.374577393,7.01E-05,-9.565970433,-8.849699833
U1456,C,1,H,1,68,0.68,0.68,680,2187,56774,-5168,-1326,130971,-23588,15897,1013381,8314,126,153,216195,64453,644,85,292,99,1794,1154,49818,-332,3712,32,128,80,14,0.002158122,-6.138516802,0.978236409,0.056024338,-2.88196907,-0.943977327,0.015687091,-4.154917132,-2.731938035,0.008204219,-4.803106703,-4.711776611,0.00015098,-8.798364902,-6.438179747,0.213340294,-1.544866766,-1.934698017,0.000635496,-7.361104097,-8.339091053,0.000288144,-8.152049021,-7.385567061,0.001770311,-6.33659978,-7.735995535,0.001138762,-6.777813376,-7.866867665,0.049160188,-3.01267118,-4.521292492,0.003662986,-5.609476729,-7.935534446,0.129241618,-2.046071619,8.39E-05,-9.386151567,-8.728268153
U1456,C,1,H,1,70,0.7,0.7,700,765,44884,-6511,-2371,121452,-51334,143,1317261,6501,-291,309,148751,100180,590,52,217,95,1631,471,98588,-649,4991,-99,253,112,41,0.000580751,-7.451189305,0.977551988,0.034073733,-3.379228476,-1.369581653,0.000108559,-9.128220509,-4.980368492,0.004935241,-5.311353849,-4.979521207,0.000234578,-8.357723862,-6.260248895,0.11292447,-2.181036093,-2.428810733,0.000447899,-7.710942602,-8.646774018,0.000164736,-8.711167785,-7.776335165,0.001238175,-6.694116536,-7.939815837,0.00035756,-7.936207045,-8.622487855,0.074843178,-2.592360309,-4.18983534,0.003788923,-5.575673569,-7.90487836,0.092200407,-2.383790737,3.95E-05,-10.13982142,-9.237221405
U1456,C,1,H,1,72,0.72,0.72,720,1142,48316,-6631,-3079,102874,-59429,-1941,1395485,5197,131,318,152449,112498,675,82,212,70,1864,554,102545,-767,4707,153,174,154,22,0.000818353,-7.108216193,0.977655084,0.034623088,-3.363234535,-1.355892439,-0.001390914,#NUM!,#NUM!,0.003724153,-5.592915768,-5.127848027,0.000227878,-8.3867012,-6.271949945,0.109244456,-2.21416719,-2.454543657,0.000483703,-7.634039892,-8.579138085,0.000151919,-8.792166308,-7.832945033,0.001335736,-6.618272588,-7.896577202,0.000396995,-7.831587896,-8.554244785,0.073483413,-2.610695577,-4.204294532,0.003373021,-5.691946542,-8.010326319,0.073719173,-2.607492366,5.88E-05,-9.742033336,-8.968595112
U1456,C,1,H,1,74,0.74,0.74,740,2272,57657,-5938,-1122,130019,-27295,10508,1113554,7896,-103,326,176768,66971,605,83,220,59,1709,664,66816,-174,4469,57,78,68,22,0.002040314,-6.19465148,0.978185292,0.051777462,-2.96080032,-1.011448993,0.009436453,-4.663175109,-2.961721467,0.00709081,-4.948955679,-4.788609852,0.000292756,-8.136169879,-6.170785397,0.158742189,-1.840473843,-2.164296034,0.000543305,-7.517838802,-8.476939227,0.000197566,-8.529439714,-7.649325416,0.001534726,-6.479403577,-7.817407979,0.000596289,-7.424785111,-8.288887328,0.060002479,-2.813369408,-4.364123115,0.004013276,-5.518147311,-7.852707797,0.116760391,-2.147631388,7.45E-05,-9.504226652,-8.808004258
U1456,C,1,H,1,76,0.76,0.76,760,2316,61744,-5416,-2169,111805,-47897,11351,1133041,9302,165,600,208138,82424,654,124,245,98,1996,1016,52470,-311,3172,6,222,121,20,0.002044057,-6.192818888,0.978186916,0.054494056,-2.909663643,-0.967681112,0.010018172,-4.603354602,-2.934676615,0.008209765,-4.802431017,-4.71142066,0.000529548,-7.543486071,-5.931459676,0.18369856,-1.694459126,-2.050886403,0.000577208,-7.457308375,-8.423702716,0.000216232,-8.439157516,-7.586227188,0.001761631,-6.34151527,-7.738797855,0.000896702,-7.016787098,-8.022750224,0.046309004,-3.07241887,-4.568409521,0.002799546,-5.878298144,-8.179328587,0.098676923,-2.315904165,0.00010944,-9.120134161,-8.548626599
U1456,C,1,H,1,78,0.78,0.78,780,2170,61011,-5732,-1611,107843,-43011,10509,1247407,8634,119,296,208927,86575,639,86,242,66,2202,826,63583,-568,3440,245,46,103,21,0.001739609,-6.354095108,0.978054816,0.048910259,-3.0177681,-1.060207717,0.008424676,-4.776590243,-3.012996449,0.006921558,-4.973114379,-4.801336655,0.000237292,-8.3462181,-6.255602869,0.167489039,-1.786837367,-2.122636583,0.000512263,-7.5766731,-8.528683992,0.000194002,-8.547639829,-7.662045476,0.001765262,-6.339456237,-7.737624001,0.000662174,-7.319982781,-8.220524768,0.050972137,-2.976476137,-4.492749081,0.002757721,-5.893350804,-8.192979844,0.08645374,-2.44814581,6.89E-05,-9.582230258,-8.860680094
U1456,C,1,H,1,80,0.8,0.8,800,826,45233,-6644,-461,119707,-36300,4646,1351264,6070,-17,349,182657,86224,708,46,248,39,2619,902,92171,-993,3600,108,232,127,46,0.00061128,-7.399956235,0.977565234,0.033474584,-3.396968821,-1.384765614,0.003438262,-5.672789095,-3.41816795,0.00449209,-5.405437125,-5.029084277,0.000258277,-8.261479086,-6.221385255,0.135174918,-2.001185653,-2.289120896,0.000523954,-7.554106915,-8.508837032,0.000183532,-8.603122262,-7.700822149,0.001938185,-6.246003164,-7.684346404,0.000667523,-7.311936489,-8.215276172,0.068210949,-2.685150182,-4.263009434,0.002664172,-5.927861884,-8.224277943,0.088588906,-2.423748639,3.40E-05,-10.28790961,-9.337225361
U1456,C,1,H,1,82,0.82,0.82,820,2594,64933,-4932,-1247,124266,-15640,19064,1042222,9767,219,496,212904,53330,607,119,292,55,1705,1249,30195,-55,3396,241,319,119,19,0.002488913,-5.995909166,0.978379939,0.062302465,-2.775754282,-0.85306809,0.018291688,-4.001308512,-2.662491578,0.009371324,-4.670100895,-4.641709151,0.000475906,-7.650289604,-5.974586942,0.204278935,-1.588268892,-1.968408448,0.00058241,-7.448336739,-8.415812162,0.000280171,-8.180111728,-7.405180087,0.001635928,-6.415545141,-7.781002285,0.001198401,-6.72676702,-7.833570127,0.028971755,-3.541433904,-4.938274776,0.003258423,-5.726511983,-8.041673717,0.119231795,-2.126685822,0.000114179,-9.077742037,-8.519999198
U1456,C,1,H,1,84,0.84,0.84,840,2843,68771,-4655,-1264,124655,-8637,21497,987322,9703,313,927,205008,50272,664,23,274,52,1724,1350,21689,-98,3341,394,309,126,28,0.002879506,-5.850136395,0.978549418,0.069654074,-2.664214083,-0.757600834,0.021773039,-3.827082837,-2.583724151,0.009827594,-4.622561111,-4.616665193,0.000938903,-6.970797941,-5.700208208,0.207640466,-1.571947225,-1.955731409,0.000672526,-7.304469357,-8.289280799,0.000277518,-8.1896234,-7.411827794,0.001746138,-6.350349055,-7.743833996,0.001367335,-6.594891635,-7.747547813,0.021967504,-3.818191008,-5.156525429,0.003383901,-5.688726064,-8.007405667,0.126255669,-2.069446306,2.33E-05,-10.66725729,-9.593398848
U1456,C,1,H,1,86,0.86,0.86,860,2678,65269,-4428,-1910,115138,-29192,18473,1021761,10229,476,643,209449,61063,586,43,287,78,1713,1203,21729,-3,2856,411,283,126,11,0.002620965,-5.944212641,0.978437237,0.063878931,-2.750765697,-0.83168036,0.01807957,-4.012972682,-2.667764949,0.010011147,-4.604056065,-4.606916735,0.000629306,-7.370893443,-5.861766772,0.204988251,-1.584802615,-1.965716191,0.00057352,-7.463718378,-8.429340313,0.000280888,-8.177555951,-7.403393854,0.001676517,-6.391036669,-7.767030005,0.001177379,-6.744464451,-7.845114162,0.021266226,-3.850635114,-5.182110851,0.002795174,-5.879860844,-8.180745799,0.112685843,-2.183151479,4.21E-05,-10.07583805,-9.194013436
U1456,C,1,H,1,88,0.88,0.88,880,1849,56215,-4806,-1036,144186,-15002,20414,977900,8151,599,766,206912,54440,703,123,290,42,1685,1366,23360,-121,2835,280,345,128,43,0.001890786,-6.270762463,0.978120412,0.057485428,-2.85622379,-0.921941942,0.020875345,-3.869186475,-2.602759205,0.008335208,-4.787266796,-4.703432148,0.000783311,-7.151980525,-5.773369736,0.211588097,-1.553113833,-1.941103514,0.000718887,-7.237805802,-8.230650203,0.000296554,-8.123281771,-7.36546163,0.00172308,-6.363641852,-7.75141222,0.001396871,-6.573520654,-7.733607523,0.023887923,-3.734382257,-5.090433848,0.002899069,-5.843365478,-8.147648152,0.147444524,-1.914303283,0.00012578,-8.980978339,-8.454654672
U1456,C,1,H,1,90,0.9,0.9,900,1858,47702,-4864,-418,152577,-43813,12362,862780,8821,296,604,210563,77737,611,79,297,96,1959,1415,37027,-139,2987,212,-13,177,26,0.002153504,-6.140659094,0.978234405,0.055288718,-2.895186408,-0.955290047,0.014328102,-4.245532483,-2.772905235,0.010223927,-4.583024492,-4.595837302,0.000700063,-7.264340815,-5.818740821,0.244051786,-1.410374838,-1.830238137,0.000708176,-7.252818054,-8.243853478,0.000344236,-7.974182874,-7.261256411,0.002270567,-6.087725595,-7.594112362,0.001640047,-6.413030203,-7.628919601,0.042915923,-3.148512358,-4.628416845,0.003462064,-5.665890195,-7.986695818,0.17684346,-1.732490347,9.16E-05,-9.29846716,-8.669054873
U1456,C,1,H,1,92,0.92,0.92,920,2304,58616,-5598,-1368,129045,-42327,16302,1054413,7039,311,436,226447,85037,715,57,264,68,2200,1371,68857,-616,3547,222,142,109,9,0.002185102,-6.12609275,0.978248116,0.05559112,-2.889731796,-0.950621444,0.015460735,-4.169451693,-2.738509111,0.006675752,-5.009273378,-4.820385216,0.0004135,-7.790852529,-6.031346251,0.214761199,-1.538228571,-1.929542131,0.000678102,-7.296212229,-8.282018656,0.000250376,-8.292545669,-7.483760168,0.002086469,-6.172282133,-7.642318044,0.00130025,-6.645199092,-7.780363368,0.065303633,-2.728707603,-4.297358815,0.003363957,-5.694637317,-8.012766583,0.122385631,-2.100578312,5.41E-05,-9.825443504,-9.024921998
U1456,C,1,H,1,94,0.94,0.94,940,2501,51183,-5529,82,138203,-30978,14258,1079801,7503,699,415,197732,72722,614,91,265,59,2029,1226,65132,-276,3491,191,-118,144,25,0.002316168,-6.067841392,0.978304985,0.047400401,-3.049124598,-1.087045744,0.013204285,-4.327213891,-2.8098334,0.006948503,-4.969229103,-4.799289892,0.00038433,-7.864008803,-6.060886755,0.183118927,-1.697619465,-2.053341039,0.000568623,-7.472292395,-8.436881161,0.000245416,-8.312557497,-7.497746435,0.00187905,-6.276988983,-7.702011419,0.001135394,-6.780775206,-7.868799667,0.060318522,-2.808116064,-4.359980328,0.003233003,-5.734343816,-8.048776407,0.127989324,-2.055808425,8.43E-05,-9.381427816,-8.725078204
U1456,C,1,H,1,96,0.96,0.96,960,1197,50172,-6831,1175,140971,-8928,20168,1183595,5866,153,123,205772,48843,636,5,250,35,2153,1336,74726,-561,3768,303,-47,200,53,0.001011326,-6.89649327,0.977738814,0.0423895,-3.160854594,-1.182675447,0.017039612,-4.072214506,-2.694548178,0.004956087,-5.307138726,-4.977300681,0.000103921,-9.17188262,-6.589006202,0.173853387,-1.749542936,-2.093669999,0.000537346,-7.528868412,-8.486639768,0.000211221,-8.462606057,-7.602615373,0.001819034,-6.309449478,-7.720517147,0.001128764,-6.786631621,-7.872619806,0.063134772,-2.762483606,-4.323994571,0.003183521,-5.749767339,-8.062764,0.119104085,-2.127757501,4.22E-06,-12.37462906,-10.74638701
U1456,C,1,H,1,98,0.98,0.98,980,949,43476,-6189,849,148196,-31385,11608,1042351,7900,396,549,185526,76139,643,49,268,66,1712,1242,64975,-330,4102,124,2,165,41,0.000910442,-7.001580498,0.977695041,0.041709558,-3.177024956,-1.19651566,0.011136364,-4.497539502,-2.886837609,0.007579021,-4.882371258,-4.753533179,0.000526694,-7.548890855,-5.933642127,0.177988029,-1.726038984,-2.075414479,0.000616875,-7.390844573,-8.365247802,0.000257111,-8.266002316,-7.465209019,0.001642441,-6.41157174,-7.778737049,0.001191537,-6.732511034,-7.837316948,0.062335048,-2.775231437,-4.334047511,0.003935335,-5.537759358,-7.870493962,0.142174757,-1.950698296,4.70E-05,-9.965168999,-9.119278625
U1456,C,1,H,1,100,1,1,1000,2233,73336,-5674,-1079,123009,-30301,13152,1050761,11443,-59,1199,194266,76138,588,80,301,61,1560,1031,29086,-157,3066,183,616,134,7,0.002125126,-6.15392397,0.978222092,0.069793226,-2.662218322,-0.755892662,0.012516643,-4.380696104,-2.834012709,0.010890202,-4.519891753,-4.562578976,0.001141078,-6.775782066,-5.621460798,0.184881243,-1.688041589,-2.045901902,0.000559594,-7.488298274,-8.450958332,0.000286459,-8.157914957,-7.389666763,0.001484638,-6.512584121,-7.836324208,0.000981194,-6.926740738,-7.964012983,0.02768089,-3.587012984,-4.974218439,0.002917885,-5.836896162,-8.141781129,0.117066583,-2.145012419,7.61E-05,-9.482998587,-8.793668946
U1456,C,1,H,1,102,1.02,1.02,1020,1953,51772,-5392,-1569,132599,-31205,10405,1109494,6475,179,680,169611,69638,496,29,223,75,1823,914,32776,-560,2334,200,100,71,56,0.001760262,-6.342292683,0.978063778,0.046662713,-3.064809872,-1.100470769,0.009378149,-4.669372875,-2.964523477,0.005835994,-5.143710727,-4.891206811,0.000612892,-7.397321815,-5.872438549,0.15287239,-1.878151755,-2.193560468,0.000447051,-7.712838687,-8.648441625,0.000200993,-8.512242842,-7.637306522,0.001643091,-6.411175839,-7.778511346,0.000823799,-7.101584042,-8.078063271,0.029541395,-3.521962794,-4.92291986,0.002103662,-6.164075801,-8.438500344,0.119513039,-2.124329798,2.61E-05,-10.55211878,-9.515645815
U1456,C,1,H,1,104,1.04,1.04,1040,812,46453,-5746,-923,133950,-32852,7356,1180074,4826,45,126,182889,71736,667,77,203,59,1954,699,63000,-779,3036,226,144,101,34,0.000688092,-7.281587366,0.977598563,0.039364481,-3.234891379,-1.246043531,0.006233507,-5.077816121,-3.149180668,0.004089574,-5.49931446,-5.078538858,0.000106773,-9.144805799,-6.578072582,0.154980959,-1.864453016,-2.182920657,0.000565219,-7.47829766,-8.442162792,0.000172023,-8.667881727,-7.746082539,0.001655828,-6.403453874,-7.774109053,0.000592336,-7.431436964,-8.293226332,0.053386483,-2.930197701,-4.456253907,0.00257272,-5.962791568,-8.255955673,0.113509831,-2.175865831,6.53E-05,-9.637282284,-8.897856727
U1456,C,1,H,1,106,1.06,1.06,1060,929,42462,-6037,-2268,110414,-52499,-703,1423184,4106,-333,157,148278,102335,631,77,258,69,2144,704,97162,-756,3569,-14,115,87,49,0.000652762,-7.334298434,0.977583233,0.029835917,-3.512042336,-1.483257035,-0.000493963,#NUM!,#NUM!,0.00288508,-5.848202575,-5.262333117,0.000110316,-9.112161368,-6.56489076,0.104187512,-2.261563004,-2.491355985,0.000443372,-7.72110131,-8.655708603,0.000181284,-8.615447588,-7.709436319,0.001506481,-6.497978651,-7.827997629,0.000494665,-7.611628817,-8.410765477,0.068270863,-2.684272205,-4.262317061,0.002507757,-5.98836645,-8.279149533,0.077582379,-2.556414957,5.41E-05,-9.824601751,-9.024353563
